SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0	dcf1	dcf2
291	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2147	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
271	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
272	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
273	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
274	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
275	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
276	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
277	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
279	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3465	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3211	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
1780	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2146	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2268	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2262	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2263	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2260	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2261	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2266	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2267	0	0	0	0	0	0	0	5	0.5973408731425077	0.2616238336630372	0.21221428629365105
2264	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2265	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2442	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
2443	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2440	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1781	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2447	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2444	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2445	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
2448	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2449	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2189	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
108	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
109	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
102	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
103	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
100	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
101	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
106	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
107	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
104	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
105	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2046	0	0	0	0	0	0	0	5	0.5973408731425077	0.2616238336630372	0.21221428629365105
2047	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2044	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2045	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2042	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
2043	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2040	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
2041	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
2048	0	0	0	0	0	0	0	5	0.5973408731425077	0.2616238336630372	0.21221428629365105
2049	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3150	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
3597	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3155	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3154	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3238	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2737	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
2038	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2836	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3159	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
1001	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3519	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3158	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3513	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
3512	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
3511	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3510	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1210	0	0	0	0	0	0	0	5	0.5973408731425077	0.2616238336630372	0.21221428629365105
3239	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3515	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3514	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2688	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2689	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2684	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2685	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
2686	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2687	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2680	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1655	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
2682	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2683	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3391	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3390	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3441	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3393	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
99	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
98	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3392	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
91	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
90	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
92	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
95	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
94	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
97	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
96	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1623	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1622	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1621	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1620	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
1627	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1626	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1625	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1624	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
1999	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
1998	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1629	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3396	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3209	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3208	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3013	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2860	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2861	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
2862	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2863	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
559	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
558	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2866	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2867	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
555	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
554	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
557	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
556	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
551	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
550	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
552	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3538	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1439	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1199	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1198	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3348	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3349	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1191	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
1190	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
1193	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3341	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1195	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1194	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
1197	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1196	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2965	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1758	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1757	0	0	0	0	0	0	0	5	0.5973408731425077	0.2616238336630372	0.21221428629365105
1756	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1755	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
1754	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1752	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1750	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
1177	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1176	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1175	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1174	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1173	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1172	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1171	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
1170	0	0	0	0	0	0	0	5	0.5973408731425077	0.2616238336630372	0.21221428629365105
1179	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1178	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
511	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2964	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
510	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3440	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
513	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1285	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1284	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1287	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
512	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1281	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1280	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
1283	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1282	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1003	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
879	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
1289	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1288	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
514	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3430	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1579	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1578	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
689	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
688	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
3431	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
685	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
684	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
687	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
686	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
681	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
680	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
683	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
682	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
458	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3433	0	0	0	0	0	0	0	5	0.5973408731425077	0.2616238336630372	0.21221428629365105
1226	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
3434	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
621	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3435	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1224	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3436	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1223	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3437	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1221	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2740	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1220	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2743	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
407	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
406	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
405	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1372	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1375	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1374	0	0	0	0	0	0	0	5	0.5973408731425077	0.2616238336630372	0.21221428629365105
1377	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
400	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1379	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1378	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
1342	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
409	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
408	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
453	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
2747	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
454	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
2148	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
455	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2749	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
1346	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2748	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1347	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3206	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
379	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
378	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
3620	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
371	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
370	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
373	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
372	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
375	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
374	0	0	0	0	0	0	0	5	0.5973408731425077	0.2616238336630372	0.21221428629365105
377	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
376	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3205	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
393	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
392	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
390	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
397	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
396	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
395	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
394	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
399	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
398	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3593	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
895	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2309	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2308	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2301	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2300	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2303	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
2302	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2305	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2304	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2307	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2306	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3592	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2746	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
3203	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
245	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
244	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
247	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
241	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
240	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
243	0	0	0	0	0	0	0	5	0.5973408731425077	0.2616238336630372	0.21221428629365105
242	0	0	0	0	0	0	0	3	0.0	0.43323723198135106	0.0
3591	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
249	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
248	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2274	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2277	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2276	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2271	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2270	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2273	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
2272	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2404	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2279	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2278	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2198	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2459	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
2458	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
2455	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2454	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2457	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2456	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2451	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
2450	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
2453	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2452	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
179	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
178	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
177	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
176	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
175	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
174	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
173	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
172	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
171	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
170	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2051	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1502	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2053	0	0	0	0	0	0	0	5	0.5973408731425077	0.2616238336630372	0.21221428629365105
2052	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2055	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
2054	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2057	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1503	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2059	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2058	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3692	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3693	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3694	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1500	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
3696	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3697	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1501	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3596	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1506	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2968	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1507	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3226	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1505	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3526	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2157	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3524	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3525	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
3522	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
3523	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3520	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3521	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3087	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
1227	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
3529	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
3086	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3594	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1977	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3083	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2699	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1976	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2697	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2696	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2695	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
659	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2693	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
2692	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2691	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2690	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2405	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
1974	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1973	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1972	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1970	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
3232	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
3233	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3230	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3231	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1968	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1969	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1618	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
1619	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
