SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
3775	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3774	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3779	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3778	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
270	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
271	0	0	0	0	0	0	0	0	0	5	0.0	0.0	0.0	0.337708	0.0
272	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
273	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
274	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
275	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
276	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
277	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
278	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
279	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3465	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3211	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1780	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2146	0	0	0	0	0	0	0	0	0	5	0.0	0.0	0.0	0.337708	0.0
2268	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2262	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2263	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2260	0	0	0	0	0	0	0	0	0	8	0.22063401304529415	0.24523606941631643	0.1718923277112554	0.3	0.35333291122541444
2261	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2266	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2267	0	0	0	0	0	0	0	0	0	7	0.6640021073729672	0.35440363802775554	0.7422093485609998	0.0272473839872	0.9103791419885301
2264	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2265	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2442	0	0	0	0	0	0	0	0	0	7	0.6640021073729672	0.35440363802775554	0.7422093485609998	0.0272473839872	0.9103791419885301
2440	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2441	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2446	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2447	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2444	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2445	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2448	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2449	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2189	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
108	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
109	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
102	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
103	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
101	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
106	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
107	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
104	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
105	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2046	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2047	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2044	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2045	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2042	0	0	0	0	0	0	0	0	0	8	0.22063401304529415	0.24523606941631643	0.1718923277112554	0.3	0.35333291122541444
2043	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2041	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3198	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2048	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2049	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3150	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3597	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1783	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3155	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3154	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3238	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2038	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2836	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3159	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3519	0	0	0	0	0	0	0	0	0	5	0.0	0.0	0.0	0.337708	0.0
3158	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3512	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3511	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3510	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1210	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3239	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3515	0	0	0	0	0	0	0	0	0	7	0.6640021073729672	0.35440363802775554	0.7422093485609998	0.0272473839872	0.9103791419885301
3514	0	0	0	0	0	0	0	0	0	7	0.6640021073729672	0.35440363802775554	0.7422093485609998	0.0272473839872	0.9103791419885301
2688	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2684	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2686	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2687	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2680	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2681	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2682	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1000	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3391	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3390	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3441	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3393	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
99	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
98	0	0	0	0	0	0	0	0	0	5	0.0	0.0	0.0	0.337708	0.0
3019	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
91	0	0	0	0	0	0	0	0	0	5	0.0	0.0	0.0	0.337708	0.0
90	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
93	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
92	0	0	0	0	0	0	0	0	0	7	0.6640021073729672	0.35440363802775554	0.7422093485609998	0.0272473839872	0.9103791419885301
95	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
94	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
97	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3394	0	0	0	0	0	0	0	0	0	5	0.0	0.0	0.0	0.337708	0.0
1623	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1990	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1621	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1620	0	0	0	0	0	0	0	0	0	8	0.22063401304529415	0.24523606941631643	0.1718923277112554	0.3	0.35333291122541444
1627	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1626	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1997	0	0	0	0	0	0	0	0	0	5	0.0	0.0	0.0	0.337708	0.0
1624	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1999	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1998	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1629	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1628	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3209	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3208	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3013	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2860	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2862	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3011	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
559	0	0	0	0	0	0	0	0	0	7	0.6640021073729672	0.35440363802775554	0.7422093485609998	0.0272473839872	0.9103791419885301
558	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2866	0	0	0	0	0	0	0	0	0	7	0.6640021073729672	0.35440363802775554	0.7422093485609998	0.0272473839872	0.9103791419885301
555	0	0	0	0	0	0	0	0	0	7	0.6640021073729672	0.35440363802775554	0.7422093485609998	0.0272473839872	0.9103791419885301
554	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
557	0	0	0	0	0	0	0	0	0	5	0.0	0.0	0.0	0.337708	0.0
556	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
551	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
550	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
552	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2744	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3015	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1199	0	0	0	0	0	0	0	0	0	5	0.0	0.0	0.0	0.337708	0.0
1198	0	0	0	0	0	0	0	0	0	7	0.6640021073729672	0.35440363802775554	0.7422093485609998	0.0272473839872	0.9103791419885301
3348	0	0	0	0	0	0	0	0	0	5	0.0	0.0	0.0	0.337708	0.0
3349	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1191	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1190	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1193	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1192	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1195	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1194	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1197	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1196	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1759	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1757	0	0	0	0	0	0	0	0	0	8	0.22063401304529415	0.24523606941631643	0.1718923277112554	0.3	0.35333291122541444
1756	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1755	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1754	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1753	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1752	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1751	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1177	0	0	0	0	0	0	0	0	0	7	0.6640021073729672	0.35440363802775554	0.7422093485609998	0.0272473839872	0.9103791419885301
1176	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1175	0	0	0	0	0	0	0	0	0	8	0.22063401304529415	0.24523606941631643	0.1718923277112554	0.3	0.35333291122541444
1174	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1173	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1172	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1170	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1179	0	0	0	0	0	0	0	0	0	7	0.6640021073729672	0.35440363802775554	0.7422093485609998	0.0272473839872	0.9103791419885301
1178	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
511	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2964	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3440	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
513	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1285	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1284	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1287	0	0	0	0	0	0	0	0	0	7	0.6640021073729672	0.35440363802775554	0.7422093485609998	0.0272473839872	0.9103791419885301
1286	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1281	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1280	0	0	0	0	0	0	0	0	0	5	0.0	0.0	0.0	0.337708	0.0
1283	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1003	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
879	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1289	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1288	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
514	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3430	0	0	0	0	0	0	0	0	0	8	0.22063401304529415	0.24523606941631643	0.1718923277112554	0.3	0.35333291122541444
1579	0	0	0	0	0	0	0	0	0	5	0.0	0.0	0.0	0.337708	0.0
1578	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
688	0	0	0	0	0	0	0	0	0	5	0.0	0.0	0.0	0.337708	0.0
3431	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
685	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
684	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
687	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
686	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
681	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
680	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
682	0	0	0	0	0	0	0	0	0	8	0.22063401304529415	0.24523606941631643	0.1718923277112554	0.3	0.35333291122541444
458	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3433	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1226	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3434	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
873	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1224	0	0	0	0	0	0	0	0	0	5	0.0	0.0	0.0	0.337708	0.0
3436	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1223	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3437	0	0	0	0	0	0	0	0	0	5	0.0	0.0	0.0	0.337708	0.0
1222	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2741	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1221	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
624	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2743	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
407	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
406	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
405	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
404	0	0	0	0	0	0	0	0	0	5	0.0	0.0	0.0	0.337708	0.0
1375	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1374	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
401	0	0	0	0	0	0	0	0	0	5	0.0	0.0	0.0	0.337708	0.0
400	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1379	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1378	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
409	0	0	0	0	0	0	0	0	0	7	0.6640021073729672	0.35440363802775554	0.7422093485609998	0.0272473839872	0.9103791419885301
408	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1343	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2747	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
454	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2148	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
455	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2749	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1346	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
2748	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3796	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3569	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1245	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
379	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
378	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
371	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
370	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
373	0	0	0	0	0	0	0	0	0	5	0.0	0.0	0.0	0.337708	0.0
372	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
375	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
374	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
377	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
376	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1019	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
1244	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3093	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
3205	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
393	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
392	0	0	0	0	0	0	0	0	0	1	0.781785	0.813018	0.764558	0.337708	0.9026722
