SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0	dcf1	dcf2
17258	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
15369	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
15950	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
17250	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
17251	0	0	0	0	0	0	0	2	0.6362296821257345	0.0	0.0
17252	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
17253	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
17254	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
17255	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
17256	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
17257	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
10709	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
10708	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
9528	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
9529	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
9258	0	0	0	0	0	0	0	2	0.6362296821257345	0.0	0.0
9256	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
9257	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
9254	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
9255	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
9252	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
9253	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
9250	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
9251	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
18517	0	0	0	0	0	0	0	2	0.6362296821257345	0.0	0.0
15956	0	0	0	0	0	0	0	6	0.12169288674355844	0.7244923136886933	0.0
17577	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
17301	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
10619	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
2143	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
10618	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
14729	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
2142	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
3519	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
3518	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
3513	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
3512	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
3511	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
3510	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
3517	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
3516	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
3515	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
3514	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
17519	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
2688	0	0	0	0	0	0	0	3	0.0	0.5447602213908691	0.0
2689	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
2684	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
2685	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
2686	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
2687	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
2680	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
2681	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
2682	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
2683	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
14624	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
14625	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
13440	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
14474	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
14620	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
14621	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
14623	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
16768	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
14628	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
14629	0	0	0	0	0	0	0	2	0.6362296821257345	0.0	0.0
99	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
98	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
18334	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
11362	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
91	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
90	0	0	0	0	0	0	0	6	0.12169288674355844	0.7244923136886933	0.0
93	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
92	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
95	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
94	0	0	0	0	0	0	0	2	0.6362296821257345	0.0	0.0
96	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
14607	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
15363	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
18514	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
13058	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
13059	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
16235	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
13052	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
13053	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
13050	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
13051	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
13056	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
13057	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
13054	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
13055	0	0	0	0	0	0	0	2	0.6362296821257345	0.0	0.0
18703	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
11664	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
18701	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
15360	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
18707	0	0	0	0	0	0	0	2	0.6362296821257345	0.0	0.0
18706	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
18705	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
18704	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
17995	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
18709	0	0	0	0	0	0	0	2	0.6362296821257345	0.0	0.0
18708	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
15249	0	0	0	0	0	0	0	6	0.12169288674355844	0.7244923136886933	0.0
15080	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
12109	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
17828	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
17827	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
17826	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
17825	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
17824	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
17823	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
17822	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
17821	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
17820	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
15361	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
14964	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
16882	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
16237	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
18278	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
10693	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
15366	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
16764	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
1176	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
1175	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
1174	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
1173	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
1172	0	0	0	0	0	0	0	2	0.6362296821257345	0.0	0.0
1171	0	0	0	0	0	0	0	2	0.6362296821257345	0.0	0.0
1170	0	0	0	0	0	0	0	3	0.0	0.5447602213908691	0.0
17966	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
1179	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
1178	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
16236	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
16379	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
15367	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
16890	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
17594	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
7188	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
876	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
877	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
7180	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
7182	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
7183	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
7184	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
3432	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
7186	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
7187	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
623	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
15281	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
875	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
18515	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
17754	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
622	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
872	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
1225	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
12833	0	0	0	0	0	0	0	2	0.6362296821257345	0.0	0.0
12832	0	0	0	0	0	0	0	6	0.12169288674355844	0.7244923136886933	0.0
12831	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
620	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
8549	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
870	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
8019	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
8018	0	0	0	0	0	0	0	2	0.6362296821257345	0.0	0.0
8017	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
627	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
8015	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
871	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
8013	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
8012	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
8011	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
1222	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
7456	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
4592	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
7455	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
7452	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
625	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
7450	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
2036	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
624	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
4590	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
7458	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
4591	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
4596	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
4597	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
13603	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
4594	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
13602	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
4595	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
13601	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
10884	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
2749	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
10886	0	0	0	0	0	0	0	6	0.12169288674355844	0.7244923136886933	0.0
10887	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
10880	0	0	0	0	0	0	0	6	0.12169288674355844	0.7244923136886933	0.0
10881	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
10882	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
4845	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
13607	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
4598	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
12877	0	0	0	0	0	0	0	2	0.6362296821257345	0.0	0.0
13606	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
14464	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
8291	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
4599	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
4734	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
15006	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
4735	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
8293	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
14476	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
8292	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
2039	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
15003	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
12876	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
4738	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
8294	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
4739	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
8297	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
8296	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
393	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
390	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
397	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
396	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
395	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
394	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
399	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
398	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
2309	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
2308	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
4729	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
4728	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
2301	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
2300	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
4727	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
2302	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
2305	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
2304	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
2307	0	0	0	0	0	0	0	2	0.6362296821257345	0.0	0.0
2306	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
5847	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
5846	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
5845	0	0	0	0	0	0	0	6	0.12169288674355844	0.7244923136886933	0.0
5844	0	0	0	0	0	0	0	2	0.6362296821257345	0.0	0.0
5843	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
5842	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
5841	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
16063	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
11281	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
11280	0	0	0	0	0	0	0	2	0.6362296821257345	0.0	0.0
11283	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
11282	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
11285	0	0	0	0	0	0	0	2	0.6362296821257345	0.0	0.0
11284	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
5849	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
5848	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
17621	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
14727	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
16558	0	0	0	0	0	0	0	2	0.6362296821257345	0.0	0.0
17622	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
17625	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
17624	0	0	0	0	0	0	0	2	0.6362296821257345	0.0	0.0
3748	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
3749	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
3746	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
3747	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
3744	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
3745	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
3742	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
3743	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
3740	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
3741	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
4620	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
4621	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
4622	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
4623	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
4624	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
4625	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
12873	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
4627	0	0	0	0	0	0	0	2	0.6362296821257345	0.0	0.0
4628	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
4629	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
12778	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
14539	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
11757	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
11756	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
11755	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
11754	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
11753	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
11752	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
11751	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
10467	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
14409	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
14169	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
11758	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
16392	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
14534	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
16390	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
10465	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
12872	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
16397	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
16394	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
14535	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
16398	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
16399	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
14495	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
17654	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
14537	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
17655	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
16064	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
12242	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
10461	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
17656	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
14531	0	0	0	0	0	0	0	4	0.0	0.0	0.795224
11991	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
12871	0	0	0	0	0	0	0	1	0.852324	0.84079	0.795224
17657	0	0	0	0	0	0	0	5	0.8572929986760923	0.8453181872496325	0.011495006682453051
