SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1	dcf2	dcf3	dcf4	dcf5	dcf6	dcf7	dcf8	dcf9
2681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0.5770638553171221	0.0015195746405703633	0.5261179855355429	0.31852360330790486	0.0019193787254996337	0.0022527120873019543	0.0011862412896422284	0.0015195746405703633	0.0019193787254996337	0.0007331374358574057
2682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
2683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0.5770638553171221	0.0015195746405703633	0.5261179855355429	0.31852360330790486	0.0019193787254996337	0.0022527120873019543	0.0011862412896422284	0.0015195746405703633	0.0019193787254996337	0.0007331374358574057
98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0.7207240003673908	0.6622070167900654	0.5901619018704879	0.6515286713845773	0.5656008056853956	0.7737069202037387	0.82587804592581	0.6128990430129977	0.5815438960192842	0.741497905228341
91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0.7532195005959702	0.2538997764892257	0.6459524915262137	0.36773532165892303	0.24622099189128377	0.7923095050401282	0.8970128250104453	0.02206307301669758	0.0019193787254996337	0.8040293237217032
90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0.7532195005959702	0.2538997764892257	0.6459524915262137	0.36773532165892303	0.24622099189128377	0.7923095050401282	0.8970128250104453	0.02206307301669758	0.0019193787254996337	0.8040293237217032
96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
1177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0.0019193787254996337	0.22207886470589933	0.0037641588338372515	0.024665889411167815	0.113667120408843	0.04206148384865333	0.27182497348045076	0.0022527120873019543	0.0011862412896422284	0.8034871584963211
1176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0.7207240003673908	0.6622070167900654	0.5901619018704879	0.6515286713845773	0.5656008056853956	0.7737069202037387	0.82587804592581	0.6128990430129977	0.5815438960192842	0.741497905228341
1175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
1174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0.7207240003673908	0.6622070167900654	0.5901619018704879	0.6515286713845773	0.5656008056853956	0.7737069202037387	0.82587804592581	0.6128990430129977	0.5815438960192842	0.741497905228341
1173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
1172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
1171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0.0019193787254996337	0.22207886470589933	0.0037641588338372515	0.024665889411167815	0.113667120408843	0.04206148384865333	0.27182497348045076	0.0022527120873019543	0.0011862412896422284	0.8034871584963211
1170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
1179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0.0019193787254996337	0.22207886470589933	0.0037641588338372515	0.024665889411167815	0.113667120408843	0.04206148384865333	0.27182497348045076	0.0022527120873019543	0.0011862412896422284	0.8034871584963211
1178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0.7532195005959702	0.2538997764892257	0.6459524915262137	0.36773532165892303	0.24622099189128377	0.7923095050401282	0.8970128250104453	0.02206307301669758	0.0019193787254996337	0.8040293237217032
877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
3432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0.40854328250847965	0.4206823848996907	0.33035299503204035	0.400635349167112	0.4025002374426313	0.4205616470714345	0.38091457637535986	0.29583812122375763	0.29990640322429163	0.3442119256685617
622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0.7532195005959702	0.2538997764892257	0.6459524915262137	0.36773532165892303	0.24622099189128377	0.7923095050401282	0.8970128250104453	0.02206307301669758	0.0019193787254996337	0.8040293237217032
1225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
3435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0.07980235176507611	0.22914874203870303	0.06051193314909614	0.13954867113624983	0.1759405083285216	0.06582478431017191	0.07343436070481951	0.3675171413079552	0.12334725226773699	0.06571146046111824
620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0.7207240003673908	0.6622070167900654	0.5901619018704879	0.6515286713845773	0.5656008056853956	0.7737069202037387	0.82587804592581	0.6128990430129977	0.5815438960192842	0.741497905228341
870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0.0019193787254996337	0.22207886470589933	0.0037641588338372515	0.024665889411167815	0.113667120408843	0.04206148384865333	0.27182497348045076	0.0022527120873019543	0.0011862412896422284	0.8034871584963211
627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
4592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
2036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0.7207240003673908	0.6622070167900654	0.5901619018704879	0.6515286713845773	0.5656008056853956	0.7737069202037387	0.82587804592581	0.6128990430129977	0.5815438960192842	0.741497905228341
624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0.7207240003673908	0.6622070167900654	0.5901619018704879	0.6515286713845773	0.5656008056853956	0.7737069202037387	0.82587804592581	0.6128990430129977	0.5815438960192842	0.741497905228341
2035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0.7532195005959702	0.2538997764892257	0.6459524915262137	0.36773532165892303	0.24622099189128377	0.7923095050401282	0.8970128250104453	0.02206307301669758	0.0019193787254996337	0.8040293237217032
4591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
4596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
2744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
4594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
4595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
2749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
4598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0.0007331374358574057	0.0022527120873019543	0.0019193787254996337	0.0	0.0011862412896422284	0.7753498406863367	0.4997485218976857	0.0011862412896422284	0.0019193787254996337	0.042978989712917366
4734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0.40854328250847965	0.4206823848996907	0.33035299503204035	0.400635349167112	0.4025002374426313	0.4205616470714345	0.38091457637535986	0.29583812122375763	0.29990640322429163	0.3442119256685617
4735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0.7207240003673908	0.6622070167900654	0.5901619018704879	0.6515286713845773	0.5656008056853956	0.7737069202037387	0.82587804592581	0.6128990430129977	0.5815438960192842	0.741497905228341
2039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
4843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0.7207240003673908	0.6622070167900654	0.5901619018704879	0.6515286713845773	0.5656008056853956	0.7737069202037387	0.82587804592581	0.6128990430129977	0.5815438960192842	0.741497905228341
4739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0.5770638553171221	0.0015195746405703633	0.5261179855355429	0.31852360330790486	0.0019193787254996337	0.0022527120873019543	0.0011862412896422284	0.0015195746405703633	0.0019193787254996337	0.0007331374358574057
393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0.7207240003673908	0.6622070167900654	0.5901619018704879	0.6515286713845773	0.5656008056853956	0.7737069202037387	0.82587804592581	0.6128990430129977	0.5815438960192842	0.741497905228341
392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0.07980235176507611	0.22914874203870303	0.06051193314909614	0.13954867113624983	0.1759405083285216	0.06582478431017191	0.07343436070481951	0.3675171413079552	0.12334725226773699	0.06571146046111824
390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0.7207240003673908	0.6622070167900654	0.5901619018704879	0.6515286713845773	0.5656008056853956	0.7737069202037387	0.82587804592581	0.6128990430129977	0.5815438960192842	0.741497905228341
397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0.7207240003673908	0.6622070167900654	0.5901619018704879	0.6515286713845773	0.5656008056853956	0.7737069202037387	0.82587804592581	0.6128990430129977	0.5815438960192842	0.741497905228341
396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0.7207240003673908	0.6622070167900654	0.5901619018704879	0.6515286713845773	0.5656008056853956	0.7737069202037387	0.82587804592581	0.6128990430129977	0.5815438960192842	0.741497905228341
394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0.5770638553171221	0.0015195746405703633	0.5261179855355429	0.31852360330790486	0.0019193787254996337	0.0022527120873019543	0.0011862412896422284	0.0015195746405703633	0.0019193787254996337	0.0007331374358574057
399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0.7207240003673908	0.6622070167900654	0.5901619018704879	0.6515286713845773	0.5656008056853956	0.7737069202037387	0.82587804592581	0.6128990430129977	0.5815438960192842	0.741497905228341
398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0.7532195005959702	0.2538997764892257	0.6459524915262137	0.36773532165892303	0.24622099189128377	0.7923095050401282	0.8970128250104453	0.02206307301669758	0.0019193787254996337	0.8040293237217032
2309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
2308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
4729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
4728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
2301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0.7532195005959702	0.2538997764892257	0.6459524915262137	0.36773532165892303	0.24622099189128377	0.7923095050401282	0.8970128250104453	0.02206307301669758	0.0019193787254996337	0.8040293237217032
2300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.0	0.0	0.674269722847002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0.7207240003673908	0.6622070167900654	0.5901619018704879	0.6515286713845773	0.5656008056853956	0.7737069202037387	0.82587804592581	0.6128990430129977	0.5815438960192842	0.741497905228341
2302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
4721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
2304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0.7207240003673908	0.6622070167900654	0.5901619018704879	0.6515286713845773	0.5656008056853956	0.7737069202037387	0.82587804592581	0.6128990430129977	0.5815438960192842	0.741497905228341
2307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0.7207240003673908	0.6622070167900654	0.5901619018704879	0.6515286713845773	0.5656008056853956	0.7737069202037387	0.82587804592581	0.6128990430129977	0.5815438960192842	0.741497905228341
2306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
5847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
5846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
5845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
5844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.818125	0.804225	0.678784	0.855016	0.708697	0.779171	0.891317	0.768776	0.674172	0.804066
